fold_id,sampling,model_name,tn,fp,fn,tp,accuracy,precision,recall,f1_score,roc_auc,rb_recall,feature_set
5,smote,feedforward_neural_network,118,22,13,58,0.8341232227488151,0.725,0.8169014084507042,0.7682119205298014,0.9007042253521126,0.8169014084507042,proxy_only
1,baseline,logistic_regression,130,9,29,43,0.8199052132701422,0.8269230769230769,0.5972222222222222,0.6935483870967742,0.8738009592326139,0.5972222222222222,reduced_hybrid
1,baseline,random_forest_classifier,127,12,20,52,0.8483412322274881,0.8125,0.7222222222222222,0.7647058823529411,0.9084732214228617,0.7222222222222222,reduced_hybrid
1,baseline,feedforward_neural_network,128,11,23,49,0.8388625592417062,0.8166666666666667,0.6805555555555556,0.7424242424242424,0.9033772981614709,0.6805555555555556,reduced_hybrid
1,smote,logistic_regression,114,25,18,54,0.7962085308056872,0.6835443037974683,0.75,0.7152317880794702,0.8735011990407675,0.75,reduced_hybrid
1,smote,random_forest_classifier,124,15,16,56,0.8530805687203792,0.7887323943661971,0.7777777777777778,0.7832167832167832,0.9047761790567546,0.7777777777777778,reduced_hybrid
1,smote,feedforward_neural_network,123,16,13,59,0.8625592417061612,0.7866666666666666,0.8194444444444444,0.8027210884353742,0.8911870503597122,0.8194444444444444,reduced_hybrid
2,baseline,logistic_regression,121,19,23,48,0.8009478672985783,0.7164179104477612,0.676056338028169,0.6956521739130435,0.8660965794768613,0.676056338028169,reduced_hybrid
2,baseline,random_forest_classifier,127,13,14,57,0.8720379146919431,0.8142857142857143,0.8028169014084507,0.8085106382978723,0.9217303822937626,0.8028169014084507,reduced_hybrid
2,baseline,feedforward_neural_network,126,14,14,57,0.8672985781990521,0.8028169014084507,0.8028169014084507,0.8028169014084507,0.9137826961770623,0.8028169014084507,reduced_hybrid
2,smote,logistic_regression,110,30,10,61,0.8104265402843602,0.6703296703296703,0.8591549295774648,0.7530864197530864,0.8620724346076459,0.8591549295774648,reduced_hybrid
2,smote,random_forest_classifier,124,16,10,61,0.8767772511848341,0.7922077922077922,0.8591549295774648,0.8243243243243243,0.9253521126760564,0.8591549295774648,reduced_hybrid
2,smote,feedforward_neural_network,120,20,9,62,0.8625592417061612,0.7560975609756098,0.8732394366197183,0.8104575163398693,0.8932595573440644,0.8732394366197183,reduced_hybrid
